component_id	serovar	reference_strain	gene_name	aliases	accession	gene_order	orientation	sequence_length	upstream_neighbor	downstream_neighbor	functional_category	source_publication	doi	local_fasta	sequence_sha256	notes
S13_KC795504.1	13	IA-84-17975	ndeB13		KC795504.1	9	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	858	gltM13	pilT13	other_not_classified	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795504_1.fasta	11c7145963a3a6c446b93ce3f8b6fc5cf8bfa46bf28d2a067001112f00930a09	DOWNLOADED
S13_KC795505.1	13	IA-84-17975	pilT13		KC795505.1	10	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	393	ndeB13	cap5M13	other_not_classified	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795505_1.fasta	26b4686c2e226ee05fb045846a892d4c8af928e0be4dde6dff7011c3f1f98961	DOWNLOADED
S13_KC795506.1	13	IA-84-17975	cap5M13		KC795506.1	11	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	570	pilT13	capD13	other_not_classified	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795506_1.fasta	93c34b85a46ce1e57802bbb9e644bd20c6aef7ae84be8abd68796f7c2f5044b9	DOWNLOADED
S13_KC795507.1	13	IA-84-17975	capD13		KC795507.1	12	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1950	cap5M13	wza13	other_not_classified	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795507_1.fasta	4ba91bc05fd33027919f500f6dc1774f64d5c7655cd28f2817cedbfd415d185f	DOWNLOADED
S13_KC795508.1	13	IA-84-17975	wza13		KC795508.1	13	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1155	capD13	wzb13	polysaccharide_export	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795508_1.fasta	f5622bec69e3c830e34d1d58d51c629d378fc037ae97ece6a5de6da05f5bc3cd	DOWNLOADED
S13_KC795510.1	13	IA-84-17975	wzb13		KC795510.1	14	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	444	wza13	wzs13	polysaccharide_export	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795510_1.fasta	3053314bb3868d97fec905474bf0a33dd0f08e38f42e19a3694d7ef3aed90c01	DOWNLOADED
S13_KC795511.1	13	IA-84-17975	wzs13		KC795511.1	15	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	2088	wzb13	iscR13	polysaccharide_export	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795511_1.fasta	811ffc492e93ad9a0ce96698191a91970fc0cf64f19824deee317abe9d953e07	DOWNLOADED
S13_KC795512.1	13	IA-84-17975	iscR13		KC795512.1	16	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	447	wzs13		transcriptional_regulator	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795512_1.fasta	4cb911575ffc6cc9f28b867cea13cbd3670623f0cde5be82020979838145f464	DOWNLOADED
S14_KC795513.1	14	IA-84-22113	funA14		KC795513.1	1	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	582		mdhA14	function_unknown	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795513_1.fasta	85ccfbb47f52e676ca891372cdd3ea2e066b409bb4a946a2fa8a02b9bf8b6a0e	DOWNLOADED
S14_KC795514.1	14	IA-84-22113	mdhA14		KC795514.1	2	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	423	funA14	mviM14	other_biosynthesis_or_modification	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795514_1.fasta	236de0ff7411c64964ad2b0fc4474961bf54445d597b2bc0e1858963877a37a3	DOWNLOADED
S14_KC795515.1	14	IA-84-22113	mviM14		KC795515.1	3	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	948	mdhA14	funAA14	other_not_classified	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795515_1.fasta	ba7864ecd85d7d66de200c5cd55644e4832b665d70ea55ef121f1d0afd23d937	DOWNLOADED
S14_KC795516.1	14	IA-84-22113	funAA14		KC795516.1	4	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	351	mviM14	wbbJ14	function_unknown	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795516_1.fasta	585879d819d8ec8b58ada2ddff2432cf085e2d7bcdb34e234b7fb67b50283709	DOWNLOADED
S14_KC795517.1	14	IA-84-22113	wbbJ14		KC795517.1	5	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	576	funAA14	gstA14	glycosyltransferase	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795517_1.fasta	10e192c012064192d2d0a4e57337e6b2f2d1765680f374772ec40c9817ff236c	DOWNLOADED
S14_KC795518.1	14	IA-84-22113	gstA14		KC795518.1	6	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1086	wbbJ14	wzxB14	other_biosynthesis_or_modification	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795518_1.fasta	9211a2b7ae4619d54c0e1c09bb7890bc779df97cff62fb865a316e876fd33dff	DOWNLOADED
S14_KC795519.1	14	IA-84-22113	wzxB14		KC795519.1	7	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1209	gstA14	funAB14	polysaccharide_biosynthesis_protein	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795519_1.fasta	0806eb215ead207afe1569b901075e163a1acef3d36079df0c239713759e4b7f	DOWNLOADED
S14_KC795520.1	14	IA-84-22113	funAB14		KC795520.1	8	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1200	wzxB14	funAC14	function_unknown	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795520_1.fasta	b73cdc404c3bb5050842fdd1d3cfe034e61b71c3ddfcc6566ddf127813fd154b	DOWNLOADED
S14_KC795521.1	14	IA-84-22113	funAC14		KC795521.1	9	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1146	funAB14	gltQ14	function_unknown	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795521_1.fasta	758f2f49b80944d676fbd27ef28f001683bdd060d7537a16b96d4d5934cef572	DOWNLOADED
S14_KC795522.1	14	IA-84-22113	gltQ14		KC795522.1	10	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	249	funAC14	uaeA14	glycosyltransferase	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795522_1.fasta	c55657f4ec210cd1424035acb4f59d5258c9d1e148c593a99929e7eb46bde18a	DOWNLOADED
S14_KC795523.1	14	IA-84-22113	uaeA14		KC795523.1	11	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	939	gltQ14	wblI14	other_biosynthesis_or_modification	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795523_1.fasta	49ee8173e0f02cc7562de91357a5bb36d82b82bde2be4c5bc4c9b946c63bca07	DOWNLOADED
S14_KC795524.1	14	IA-84-22113	wblI14		KC795524.1	12	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1299	uaeA14	wbgX14	glycosyltransferase	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795524_1.fasta	14a05b07fe0e089a22db069c523fdec9903dbbd7c96ed0896b34ce3c1a78d603	DOWNLOADED
S14_KC795525.1	14	IA-84-22113	wbgX14		KC795525.1	13	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1158	wblI14	wbgY14	glycosyltransferase	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795525_1.fasta	96f384b5d9e30bd1a94fc1d30e7c2427d9b2e0c16c04c8018b9dd35b1f42e7d7	DOWNLOADED
S14_KC795526.1	14	IA-84-22113	wbgY14		KC795526.1	14	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	594	wbgX14	capD14	glycosyltransferase	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795526_1.fasta	1568d4c3aa8e142ad2d7f9f0081be8a4db52fb7ec8e730c93a58c0d328ec2a34	DOWNLOADED
S14_KC795527.1	14	IA-84-22113	capD14		KC795527.1	15	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1941	wbgY14	wza14	other_not_classified	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795527_1.fasta	ab4af8c6d401209a12365c26f3b5713342d831a2caaa5f48116a5eba978ccd75	DOWNLOADED
S14_KC795528.1	14	IA-84-22113	wza14		KC795528.1	16	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1155	capD14	wzb14	polysaccharide_export	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795528_1.fasta	c7152558571252678406119f8eff85db90091ec45840f914055984f9b2ef1111	DOWNLOADED
S14_KC795530.1	14	IA-84-22113	wzb14		KC795530.1	17	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	444	wza14	wzs14	polysaccharide_export	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795530_1.fasta	ecd5b8871dd77d6b194df0c6dd8b8f6ebf7a75a4ec07312fef0276ee23e832f7	DOWNLOADED
S14_KC795531.1	14	IA-84-22113	wzs14		KC795531.1	18	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	2088	wzb14	iscR14	polysaccharide_export	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795531_1.fasta	0fe18e9de09eac24b82815231a5fc1ecf6201b78ebda6f8d545067f1e2e6ceef	DOWNLOADED
S14_KC795532.1	14	IA-84-22113	iscR14		KC795532.1	19	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	447	wzs14		transcriptional_regulator	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795532_1.fasta	3d36b1d5173c114fa93d595f11b5cdd655d7007e7507d5c3f2cfb829a1d6530f	DOWNLOADED
S15_KC795533.1	15	SD-84-15995	funA15		KC795533.1	1	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	582		neuA15	function_unknown	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795533_1.fasta	037bbdaf8e1f535f381758c3b4c2f5065c1ff4e5c9a6a9c71648853561e15b76	DOWNLOADED
S15_KC795535.1	15	SD-84-15995	neuA15		KC795535.1	2	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	681	funA15	wzx15	other_biosynthesis_or_modification	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795535_1.fasta	cc58eeb7d188e5b2bc3deb00a8169918c5350acc510022c5502e393b9971a5fa	DOWNLOADED
S15_KC795536.1	15	SD-84-15995	wzx15		KC795536.1	3	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1212	neuA15	funI15	polysaccharide_biosynthesis_protein	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795536_1.fasta	e2bcb9efeb824bc5fc1cd64703d761334cdc1cb574d93797effb5a59ef1ead25	DOWNLOADED
S15_KC795537.1	15	SD-84-15995	funI15		KC795537.1	4	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	885	wzx15	funJ15	function_unknown	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795537_1.fasta	7093cb0708a8192c9d65a7b2655fbeab2636f06380588faf862fa41ea55d2827	DOWNLOADED
S15_KC795538.1	15	SD-84-15995	funJ15		KC795538.1	5	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1047	funI15	gltR15	function_unknown	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795538_1.fasta	425715b40800a138d33d3695d81e4468285f8a4becd18105ef8608719ee3db51	DOWNLOADED
S15_KC795539.1	15	SD-84-15995	gltR15		KC795539.1	6	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	864	funJ15	gltE15	glycosyltransferase	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795539_1.fasta	563277a07ba832cf78e6f03cf3f3f5c8921935b18b4a286f5b3811e9ebc2c1b7	DOWNLOADED
S15_KC795540.1	15	SD-84-15995	gltE15		KC795540.1	7	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	963	gltR15	gltM15	glycosyltransferase	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795540_1.fasta	ff54840d0648a21793c17496f1f0eb8bd487ea768148e4d3bfb5a72495900120	DOWNLOADED
S15_KC795541.1	15	SD-84-15995	gltM15		KC795541.1	8	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1134	gltE15	ndeB15	glycosyltransferase	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795541_1.fasta	dd554acc73f4dd35ccd177b822cd7a5b638028ebcdfd7f61a3df36d1b8ff569c	DOWNLOADED
S15_KC795542.1	15	SD-84-15995	ndeB15		KC795542.1	9	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	858	gltM15	pilT15	other_not_classified	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795542_1.fasta	a017758b70e0245b5f1cc1915ad726d600cfb13088e5300f4ac8fa45e41c25c9	DOWNLOADED
S15_KC795543.1	15	SD-84-15995	pilT15		KC795543.1	10	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	393	ndeB15	cap5M15	other_not_classified	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795543_1.fasta	95b46c282221c8c369282eefc59bbc8a445da61cebf298f9f8aaac64e1b887e1	DOWNLOADED
S15_KC795544.1	15	SD-84-15995	cap5M15		KC795544.1	11	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	549	pilT15	capD15	other_not_classified	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795544_1.fasta	542a800e48ff769df95e7c275495c549ffb6b6082308333b238d0ebe4a6f08c6	DOWNLOADED
S15_KC795545.1	15	SD-84-15995	capD15		KC795545.1	12	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1941	cap5M15	wza15	other_not_classified	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795545_1.fasta	0fa09321701348da4ceb3fdba08f8e080de6785a529076fb4e0781117f6c23d9	DOWNLOADED
S15_KC795546.1	15	SD-84-15995	wza15		KC795546.1	13	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1155	capD15	wzb15	polysaccharide_export	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795546_1.fasta	8db79927eb8dbd70627db9029bfeae320d865c8ff2a4ec122507c75d5a1e05cc	DOWNLOADED
S15_KC795548.1	15	SD-84-15995	wzb15		KC795548.1	14	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	444	wza15	iscR15	polysaccharide_export	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795548_1.fasta	ecd5b8871dd77d6b194df0c6dd8b8f6ebf7a75a4ec07312fef0276ee23e832f7	DOWNLOADED
S15_KC795549.1	15	SD-84-15995	iscR15		KC795549.1	15	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	447	wzb15	wzs15	transcriptional_regulator	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795549_1.fasta	221bb21de4b5b7ab5b96c109bbca659ccc0e1f31d78b21148546e2d520f75ce5	DOWNLOADED
S15_KC795550.1	15	SD-84-15995	wzs15		KC795550.1	16	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	2088	iscR15		polysaccharide_export	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795550_1.fasta	29f5e326c9fb47ce4679d41ccd2cc83dc65fb2a8bf5fa0acd62f737a8bd94326	DOWNLOADED
